Time,Open,High,Low,Close,Volume
2024.01.02 00:00:00,1.10437,1.10451,1.10415,1.10449,93
2024.01.02 00:15:00,1.1042,1.1045,1.1042,1.10426,77
2024.01.02 00:30:00,1.10437,1.10437,1.10415,1.10428,69
2024.01.02 00:45:00,1.10423,1.1044100000000001,1.10411,1.10439,136
2024.01.02 01:00:00,1.1044100000000001,1.10447,1.1038000000000001,1.10382,508
2024.01.02 01:15:00,1.10383,1.10384,1.10371,1.10377,407
2024.01.02 01:30:00,1.10377,1.10385,1.1036,1.10366,676
2024.01.02 01:45:00,1.10366,1.10373,1.10354,1.10364,616
2024.01.02 02:00:00,1.10364,1.1038000000000001,1.10362,1.1037,632
2024.01.02 02:15:00,1.1037,1.10374,1.1034,1.10347,613
2024.01.02 02:30:00,1.10347,1.10359,1.10343,1.10356,507
2024.01.02 02:45:00,1.10356,1.10384,1.10354,1.10381,624
2024.01.02 03:00:00,1.1038000000000001,1.10432,1.10374,1.10388,1334
2024.01.02 03:15:00,1.10388,1.1043,1.10386,1.10394,1107
2024.01.02 03:30:00,1.10394,1.10398,1.10368,1.10382,1598
2024.01.02 03:45:00,1.10383,1.10401,1.1034,1.10347,1040
2024.01.02 04:00:00,1.10348,1.10358,1.10312,1.10318,970
2024.01.02 04:15:00,1.1031900000000001,1.10321,1.10259,1.10262,1248
2024.01.02 04:30:00,1.10263,1.10269,1.10218,1.10237,1737
2024.01.02 04:45:00,1.10234,1.10241,1.1018,1.10187,1565
2024.01.02 05:00:00,1.10187,1.10236,1.10174,1.10223,1052
2024.01.02 05:15:00,1.10222,1.10241,1.10204,1.10213,799
2024.01.02 05:30:00,1.10213,1.1023,1.10206,1.1023,605
2024.01.02 05:45:00,1.1023,1.10248,1.1023,1.10244,523
2024.01.02 06:00:00,1.10244,1.10249,1.1020699999999999,1.10218,644
2024.01.02 06:15:00,1.10219,1.10226,1.1019,1.10193,454
2024.01.02 06:30:00,1.10193,1.10204,1.10171,1.10175,848
2024.01.02 06:45:00,1.10175,1.10212,1.10163,1.10209,1565
2024.01.02 07:00:00,1.10209,1.10253,1.10206,1.10249,1511
2024.01.02 07:15:00,1.10251,1.10283,1.10244,1.10265,1255
2024.01.02 07:30:00,1.10265,1.10305,1.10262,1.103,962
2024.01.02 07:45:00,1.10301,1.10335,1.10289,1.10331,1389
2024.01.02 08:00:00,1.10332,1.10342,1.10316,1.1031900000000001,1855
2024.01.02 08:15:00,1.1031900000000001,1.10339,1.10297,1.1032,1532
2024.01.02 08:30:00,1.10321,1.10349,1.10309,1.10337,1208
2024.01.02 08:45:00,1.10338,1.10352,1.10266,1.10287,1707
2024.01.02 09:00:00,1.10286,1.10312,1.10243,1.10281,2481
2024.01.02 09:15:00,1.10281,1.10377,1.10276,1.10372,2464
2024.01.02 09:30:00,1.10371,1.10381,1.10299,1.10301,1836
2024.01.02 09:45:00,1.10301,1.10315,1.10151,1.10156,4188
2024.01.02 10:00:00,1.10156,1.10389,1.10156,1.10324,4405
2024.01.02 10:15:00,1.10324,1.10342,1.10277,1.10289,2610
2024.01.02 10:30:00,1.10289,1.10331,1.1028,1.10293,2063
2024.01.02 10:45:00,1.10293,1.10332,1.10254,1.10298,2015
2024.01.02 11:00:00,1.10298,1.10365,1.1029,1.10352,2106
2024.01.02 11:15:00,1.10352,1.1038000000000001,1.10331,1.10333,1749
2024.01.02 11:30:00,1.10333,1.10351,1.1019,1.1019700000000001,2037
2024.01.02 11:45:00,1.1019700000000001,1.102,1.10108,1.10152,2478
2024.01.02 12:00:00,1.1015,1.10171,1.09971,1.10001,2709
2024.01.02 12:15:00,1.10001,1.10057,1.09996,1.10039,2259
2024.01.02 12:30:00,1.10039,1.10103,1.10029,1.10097,1872
2024.01.02 12:45:00,1.10097,1.10112,1.10028,1.1007500000000001,2489
2024.01.02 13:00:00,1.1007500000000001,1.10077,1.09894,1.09895,3100
2024.01.02 13:15:00,1.09897,1.09922,1.09785,1.09805,4025
2024.01.02 13:30:00,1.09805,1.09805,1.09704,1.0971,3278
2024.01.02 13:45:00,1.0971,1.09731,1.09667,1.09693,2339
2024.01.02 14:00:00,1.09693,1.09721,1.09677,1.09691,2506
2024.01.02 14:15:00,1.09691,1.09695,1.09611,1.09657,2453
2024.01.02 14:30:00,1.09657,1.09684,1.09579,1.09608,2699
